,text_a,label
5083,budimario sby sbyudhoyono memimpin sesuai gbhn doeloe kaga pimpin pandemi bantu presiden jokowi memimpin ya,no
5084,sesuai surat edaran kemenkes no hk 02 01 menkes 334 2020 protokol pencegahan penularan covid 19 aparat melaksanakan tugas pengamanan amp penertiban rangka percepatan penanganan covid 19 jaga jarak physical distancing,yes
5085,gilang mahesa psbb maksimal nya memaksimalkan psbb sblm bicara new normal udah usaha maksimal,no
5086,dirumah aja ya sayang jgn kemana corona dirumahaja bacotsantuy,no
5087,listanto 21 mondlighta ramlirizal zaman orba ibukota berpindah provinsi jakarta,no
5088,pemerintah provinsi dki jakarta memberlakukan sistem ganjil genap toko toko dibuka fase transisi validnews https t co dhr0jfwomv,yes
5089,bus kereta dlm kota minneapolis st paul berhenti beroperasi toko toko tutup konsentrasi massa yg kmrn kantor polisi precinct 3 minneapolis skrg pindah rmh dinas gubernur st paul mbok ya demo demo ajaaaa jgn rusak rusakan pleaseee,yes
5090,priskila salurkan bantuan hand spray rusp persahabatan hadapi covid 19,yes
5091,ayo putus mata rantai covid 19 himbauan menjaga jarak rajin cuci tangan pola hidup bersih usahakan dirumah memakai masker pencegahan penyebaran virus covid 19 coronabisadicegah polsektombulucegahcorona https t co x9l3mceyxj,yes
5092,nugrahastwn ne mu thread iniii jd keinget super duper gajelas bgtt emng nya reply story ku gt trs berlanjut sampe chtn wa ngajak ngopi brg keundur trs skrng corona tp chtn nya gaenak,no
5093,lrt anak depok merantau asli gue kaget nethink,no
5094,sepenuh ikhtiar sepenuh tawakkal gt gt ramadhan istimewa lt lt jakarta trending bulanpuasacintasyariah ayo didukung wcgl lt lt,no
5095,sembilan wni meninggal covid 19 dias,yes
5096,pandemi pemerintah fokus kesehatan pastinya ngadakan karantina lockdown psbb promkes pake masker social distancing,yes
5097,isi tas sblm 14 maret hand sanitiser tissue basah ekstra masker sapu tangan isi tas psbb selesai hand sanitiser tissue basah ekstra masker sapu tangan rang orang yg transpo publik bawa 3 4 barang spt diatas ya,no
5098,kangmaslino tenang hyung uang gunanya d https t co galpm8euwt,no
5099,barang melanggar psbb diceramahi menangis dosanya,no
5100,rlthingy akuuuuu kelas 4 esde pake telp yg sekolah jempuuut,no
5101,pake biar terhindar virus corona https t co eauzicd6ue,no
5102,sdf s mask by panggon kupu masks4all stayhome bersatulawancovid19 newnormal https t co shqpnpwucq,no
5103,fda imbau penerapan physical distancing kucing,yes
5104,physical distancing dirumahaja semoga idul fitri kali makna ya nslovers,no
5105,mynameswatik corona ka eelaj malum karna ho batana,no
5106,Corona tidak ada di indonesia,yes
5107,repost ditjen imigrasi udah sebulan mido dirumahaja ga mana kecuali belanja bahan pokok udah pandemi covid 19 kayak rapat online belajar,no
5108,ryuhasan byk berhubungan dgn peserta asuransi kesehatan tindakan perawatan yg berhubungan dgn kanker nya dijamin polis amp tdk kendala penjaminan biaya rs rekanan klaim reimbursement post rawat inap nya biar mengurangi stress pasien,no
5109,aniesbaswedan tlg evaluasi psbb jakarta casenya klo blm stabil jgn buru2 relaksasi kindly help to make a good and wise decision for us thank you https t co moolamw38a,no
5110,rappergirl kek bulu corona,no
5111,sore ngopysore ngobrol bareng pajakbali membahas peraturan menteri keuangan nomor pmk 44 pmk 03 2020 insentif pajak wajib pajak terdampak pandemi covid 19 live pk 16 30 wita sonora bali 98 9 fm streaming,no
5112,u ku twitter kuna mtu anajua mtu hako na corona hata kama hunajua mtu anajua mtu anajua hako positive,no
5113,anggota dpr ri apresiasi maklumat kapolri terkait penanganan virus corona dprriapresiasipolri polri mantap,yes
5114,lupa wudhu nya dijaga ya menhub coronavirusindonesia coronavirusupdates covid19,no
5115,republikaonline kondisi saran bertemu langsung dlm ruangan corona pake masker suap rentan tujuan utama terbengkalai,no
5116,stress akibat lockdown psbb ketimbang corona,yes
5117,presiden pastikan tni polri dititik keramaian disiplinkan masyarakat dirumahaja lawancorona,yes
5118,hoaks mudah ditemukan apotik obat penangkal covid 19,yes
5119,alhamdulillah ttp sholat ied berjamaah tetangga sekomplek dgn ttp masker physical distancing https t co u7dknmopym,no
5120,lord sozin sabar semoga corona lekas,no
5121,have fun quarentine boy villarrica chile sad skewed besotted nihilism french structuralism corona virus clinical depression gay gayboy gaychile lgbt narcissism psychopathy love magic there should be a prep pill for coronavirus,no
5122,abahrangger masyaallah barito timur insyaallah mengemban dakwah rasulullah jakarta gt gt ramadhan istimewa ramadhanterakhirtanpakhilafah pejuangramadhanlawancorona tsaw,no
5123,posted to hatena blog jual beli mobil normal pekerja dealer depok risau corona ptbestprofit banjarmasins diary,no
5124,corona gak ilang pas lebaran dark joke ya,no
5125,obat tidur obat tidur,no
5126,psbb ptk sampe sih bener yg ga update ya hahaha eh udah dine in ya,no
5127,bandel amp physical distancing gaes biar gak positif disiplinprotokolnewnormal https t co 2jfqpqxmy5,no
5128,yes dngn tdk terpenuhinya komponen2 utk lockdown total implementasi protokol dr era sahabat diadaptasikan sbg psbb dngn mindset alarp as low as reasonably practicable menekan transmisi dngn jalankan fungsi2 vital seminimal cmiiw https t co n82mg02zaq,no
5129,gubernur papua barat dominggus mandacan memperpanjang kerja rumah asn pemprov papua barat perpanjangan terhitung 2 19 juni 2020 papuankricintadamai papua opm https t co o791atntl9,yes
5130,psbb tahap iii memperkuat desa sambari halim radianto bupati gresik mencontohkan perusahaan membentuk satgas covid 19 pengawasan protokol kesehatan tsb pkl umkm diperbolehkan buka pembatasan jam physical distancing https t co s8sbwfztbp,yes
5131,era new normal kawasan pasar induk sidoarjo terapkan physical distancing https t co 2fji57akpa,yes
5132,sumber hoaks nya pejabat2 rezim 01 bilang nasi kucing menyembuhkan corona corona indonesia berlagak pikun,yes
5133,kamis 04 juni 2020 22 10 wib patroli antisipasi gangguan keamanan jln malioboro sambang perhotelan pesan kamtibmas physical distancing pemakaian masker https t co g1engte5eo,yes
5134,kresnajee malang ws lepas psbb genti kediri la awdwe cod,no
5135,polsek cadadari polres pandeglang selasa tanggal 02 juni 2020 09 30 wib bertempat desa bangkonol dilaksanakan penyaluran bantuan langsung tunai https t co btval5brhe,yes
5136,4 500 bed set dipakai pemerintah singapura keperluan penyediaan sarana fasilitas karantina darurat penanganan virus corona,yes
5137,syedsaddiq dah takde jawatan la nak main politik batu api mcm ni sedar penipuan penipuan yg memakan kau dah menteri dah,no
5138,fandii49341500 raraningati arrof11 asnug id coba dicari yutup sperti yg diatas tau bgmn dy ngolok presiden https t co de4zfuqmlh,no
5139,riyanspace boong gua uang,no
5140,indonesia melonggarkan psbb korea selatan mencatat peningkatan tertinggi 1 2 79 covid 19 https t co uevtkfi22b,yes
5141,hmfaqiha pengamat pst mers lbh pinter dr kt2 trs tggl tny aj rakyat yg mn yg mo a new presiden jgn2 cm suporter yg sk berisik aj,no
5142,jaga keluarga virus corona merokok germas kadang okedekakak cesbul,no
5143,physical distancing cegah mata rantai penyebaran covid 19 https t co sr7i0yx5ob,yes
5144,wawancara tv lokal terkait 1 sembako presiden yg mahasiswa overload permintaan 2 terkait langkah2 strategis pelaksanaan kehidupan normal kota kupang https t co su8irjkfje,yes
5145,koci nama nya kayak nama provinsi,no
5146,gubernur bank of korea lee ju yeol bank sentral mempertimbangkan sarana kebijakan lazim menopang pertumbuhan https t co hrgwekeucj,yes
5147,meluiyah sulistiawati602 sutrisna wibawa permisi ayah meninggal ijazah nama ayah pake,no
5148,sistem pembatasan kendaraan bermotor ganjil genap ditiadakan tgl 4 juni 2020 via tmcpoldametro dengerinelshintadirumahaja https t co isg5alp8a5,yes
5149,kalo psbb lockdown new normal herd imunity intinya psbb new normal berjuang kesehatan ekonomi rumah tangga,yes
5150,warga dki tolak ahok menyesal pilih pdip,yes
5151,jalan jalan ala anak institut gabut pandemi covid 19 a thread,no
5152,hai flen bener mbok mega petnah pacaran jokowi yg bilang mbok mega mantan presiden,no
5153,masyarakat sedia stok masker dirumah beli aja harga 5 kali lipat dibeli menkes orang sakit masker orang sehat petugas medis punten slurr membutukan stok masker habis,yes
5154,covid 19 mengungkap kapitalisme selengkap nya silakan share follow web fb ig telegram muslimahnewsid twitter grup wa,no
5155,note myself semenjak corona kalinya sya bosan rebahan negatif corona positif rindu stayathomesavelives bersatulawancovid19,no
5156,jijadhari na coronavirus usishikane mikono gonga cheers ukiwa dankayngowi sportsbarintanzania tukutanegoverners governers bakulutu sports bar amp grill,no
5157,udah 3 sakit ga sembuh yg periksa takut hasil nya takut positif positif gapu nya uang ngga deng canda takut hasil nya yg ngga ngga positif corona,no
5158,elisa jkt pengalamannya mesjid jumatan udah bubar physical distancing hqq,no
5159,overthinking malam coli kamar mandi terkunci meninggal,no
5160,toni7216 dennysiregar7 divhumas polri menteri luhut deny ryamizard ludah ngejilat,no
5161,indonesia kebal virus corona daftar peringkat covid 19 asean https t co zpgzbixxsw elshintaedisisiang https t co em9kttfwsp,yes
5162,jatimpemprov khofifahip emildardak jatimcettar kominfojatim kalo nya pengawasan dr petugas terkait penerapan psbb lapor nya dimana min pasar ganjil genap tinggal tulisan aja tuh yg gk pake masker physical distansing jg dilanggar lha emang aturan gk dibarengi pengawasan new normal,yes
5163,bhabinkamtibmas desa mukuh kecamatan kayenkidul aiptu pujo mulyono himbauan mar cegah penyebaran virus covid 19 corona berkerumun jaga jarak physical,yes
5164,subtanyarl corona tolong udahan pls gue capek banget bacain berita corona nyebar kemana sebentar ramadhan plis udahan corona,no
5165,syauqi hafiz gak kematian psbb wilayah bagus imunitas nya berhasil menerpkaan phisical distancing cuci tangan,no
5166,maheswarieee pantau corona area bedugul,no
5167,social distancing gt physical distancing gt psbb saiki ujung2 e kape ngejak new normal jemboooot gak ket wingi2 ae nggarai nyambut gaee soroh bae,no
5168,hwallucinatioon nya kek deket gt lohh kota wkwk,no
5169,kalah suit 5 j t sisa receh 160k beli chatime aja kalo psbb selesai bangkrut bye,no
5170,jalani aktivitas rumah psbb warga cianjur pilih tanam cabai di polybag https t co iu42xjxgda,yes
5171,skrinews cegah penyebaran covid 19 satuan binmas polres merauke gencar laksanakan himbauan,yes
5172,null presiden jokowi pandemi covid 19 ubah tren pariwisata dunia https t co to7bz878ie,yes
5173,habeit kif kelkun balashto tehdaro elite bravo shabeb dont let life wel drs yelhikun aan l series mara tenye mesh kel mara ha yseeib fi corona w neeud bel bet w ma tleeo shi taamlu,no
5174,apd pusat disalurkan pemkot pemda dibagikan langsung pemprov rs yg mempermasalahkan bantuan strategi pemprov dianggap berhasil pahlawan menafikan peran pemkot pemda https t co dxjzgeunji,yes
5175,dianapurwanti12 dibeliin kk,no
5176,korona berdua physical distancing lur semoga cepat pulih ya indonesia https t co 786yzubwmm https t co 3bmbejrdoi,no
5177,riaricis nya wabah covid ramadhan thn berbeda,no
5178,jaehyunjeff hwaniyeji shryjn rojeaunne dlvnion kwnenbic dad alee pingin sekola corona,no
5179,adhitwit86 25k semoga corona,no
5180,repost divisihumaspolri polri lawan corona sesuai surat edaran kemenkes no hk 02 01 menkes 334 2020 protokol pencegahan penularan covid 19 aparat melaksanakan tugas https t co wftoxc9upb,yes
5181,mengamankan provinsi jawa barat new normal indonesia tni pemerintah provinsi jawa barat menerapkan pembatasan aktivitas masyarakat rangka percepatan penanganan covid 19 https t co jodwggfpag,yes
5182,cuek italia 1000 meninggal days jenaza dimana2 tenaga medis kalah even dibantu china mreka ga menang warganya ngeyel disuru social distancing,yes
5183,dapet pembebasan ukt potongan ptn pts kuliah daring otak dompet mengering mendikbuddicarimahasiswa https t co wtflcderd1,yes
5184,09871o4890 karna pempus menjegal kebijakan pemprov faktanya efektif kebijakan masyarakat menilai,no
5185,jakarta kenormalan jakarta kenormalan provinsi indonesia dki jakarta persiapan new normal tatanan kehidupan menghadapi covid 19 https t co hkgfozsvge,yes
5186,sungkarintan itc mbak ramayana nya terminal depok jpo,no
5187,indianandabori1 aksarax imran tututsoeharto49 jokowi mohmahfudmd dr bikin dufan yg bikin masyarakat indonesia wilayah jakarta hiburan yg bilang no 1 pd,no
5188,skaspani ong dyandradie gk jln lgi psbb,no
5189,cilokejuu psbb pasukan baris berbaris,no
5190,ketidakjujuran si pasien merelakan 2 teman terpapar covid 19,yes
5191,billyboen btw om jabatan advisor bri tu stafsus presiden kah,no
5192,ketua gugus tugas percepatan penanganan covid 19 doni monardo berharap fasilitas cuci tangan tersedia unit pelayanan angkutan publik https t co zryvjihcen,yes
5193,naufal mnn penyesuaian limit pinjaman dampak covid 19 mas wahhh bersyukur sih gak berkurang dipakai bayar cepat jd gak kepotong banyak2,no
5194,benhardym menteri negeri tuh pembangunan memberantas radikalisme ya,no
5195,penerapan new normal kerja shift ciptakan physical distancing https t co p4aczuhqnt via tribunnews,yes
5196,kehidupan berubah mengatasi risiko wabah keniscayaan orang new normal tatanan kehidupan ir h joko widodo presiden republik indonesia disiplinpolahidupbaru https t co yrvzhruij2,yes
5197,j drama populer k drama berepisode pendek brand image jepang industri hiburan sebagus korea jepang unggul anime drama drama jepang relatif monoton kebanyakan seting nya sekolah,no
5198,ku zuia na ku achia zote ni njia za ku chukua tahadhari dhidi ya corona hata kama zinakinzana mfano ku achia wafungwa ilikuponguza msongamano gerezani,no
5199,layananjakarta dkijakarta domisili ktp pekanbaru meninggalkan wilayah dki jakarta pekanbaru pulang rumah sikm,no
5200,husnamaulid3 una mah gk ngaruh yaa gk psbb jg d rumah wkwk lg libur kerja na hayu gunung lg yg deket2 aja ngopi2,no
5201,warga surabaya meninggal mendadak warkop siwalanpanji dievakuasi protokolcovid 19,yes
5202,kamerad nisha gataumo beli sepatu deket psbb bre gatau buka nga,no
5203,gedung capitol meledak orang didalamnya presiden terbunuh sesuai protokol pemerintahan tom langsung diproses pemimpin as presiden dikonfirmasi meninggal https t co luojatftb7,yes
5204,pokonya selese psbb gue ke gatau kemana aja kek jalan jalan https t co 5qziwktelb,no
5205,new normal personil tni polri giat edukasi masyarakat himbauan penerangan keliling masker social distancing phisical distancing mendukung penerapan new normal kemenkes ri raymond masengi2000 https t co y8iouijaqc,yes
5206,menteri kesehatan bolivia diduga terlibat korupsi ventilator pasien covid https t co bnnt5mz1pl,yes
5207,um sansfess punten ngomong2 potongan cicil ukt potongan loh kalo pake kode refferal yuk kak kepoin https t co m2s50zhyi4 https t co zziu5lce1e,no
5208,pengen yg normal kemana ga pake masker yg kalo ngumpul tinggal hayuu ga physical distancing yg kalo kemana ga bilang kalo ga rumah kemaren kemaren dikasih nikmat bebas lupa bersyukur,no
5209,yunartowijaya kelompok brutal rasis sara bekas menteri kelakuan nya rendah dr pencuri panci aja pki cina anti islam mainan nya,no
5210,sedih dengernya bu semoga menteri https t co otadtpuqct,no
5211,humanerrornity msih corona mas jd blm bsa aman ni ditahan kwkwk,no
5212,efek psbb kekuatanku berkurang akibat keseringan rebahan,no
5213,bergerak mari peduli,no
5214,kuliah daring otak miring ukt berjuta juta bayar potongan skill ilmu kost bayar ayah pening kantong kering nadiem makarim mendikbuddicarimahasiswa,no
5215,axdwin test pack positif akibat psbb seranjang berjodoh ah,no
5216,myxlcare please internet nya lemot2 lokasi jakarta pusat loh cempaka putih,no
5217,sih belain orang pulang kampung gini long before corona exists yg sodara gw yg merantau jakarta jualan jamu gendong pas lebaran w jkt nunggu tiket bis murah mbak nabung,no
5218,stxrlghts modelan kaya gitu cuman berlindung base doang kak kalo protes nya maaf ya kebijakan admin,no
5219,triandry bahasa kompleks berdampak penanganan covid 19 pelosok desa,no
5220,gw kangen nama nya ngebuat event nol sampe kelar event fak corona,no
5221,gubernur kalteng usulkan psbb kabupaten kapuas https t co qeopajxjxp,yes
